categoria,nome,preco,link
SKARPÖ,"Armchair, outdoor",50,https://www.ikea.com/ie/en/p/skarpoe-armchair-outdoor-white-70234185/
GÅRÖ / HAMNÖN,Hammock with stand,120,https://www.ikea.com/ie/en/p/garoe-hamnoen-hammock-with-stand-grey-red-white-s69444028/
ÄPPLARÖ,"Armchair, outdoor",90,https://www.ikea.com/ie/en/p/aepplaroe-armchair-outdoor-brown-stained-60469056/
BRUSEN,"3-seat sofa, outdoor",215,https://www.ikea.com/ie/en/p/brusen-3-seat-sofa-outdoor-red-70424147/
BROMMÖ,"Lounger, outdoor",65,https://www.ikea.com/ie/en/p/brommoe-lounger-outdoor-brown-stained-40332682/
BONDHOLMEN,"Reclining chair, outdoor",90,https://www.ikea.com/ie/en/p/bondholmen-reclining-chair-outdoor-grey-10481843/
ÄPPLARÖ,"Chair with armrests, outdoor",65,https://www.ikea.com/ie/en/p/aepplaroe-chair-with-armrests-outdoor-brown-stained-20208527/
STACKHOLMEN,"Stool, outdoor,",35,https://www.ikea.com/ie/en/p/stackholmen-stool-outdoor-light-brown-stained-20411425/
GÅRÖ,"Hammock stand, outdoor",85,https://www.ikea.com/ie/en/p/garoe-hammock-stand-outdoor-grey-80251513/
TÄRNÖ,"Table, outdoor,",25,https://www.ikea.com/ie/en/p/taernoe-table-outdoor-white-light-brown-stained-40444972/
TORPARÖ,"Reclining chair, outdoor",45,https://www.ikea.com/ie/en/p/torparoe-reclining-chair-outdoor-white-beige-60461343/
SUNDSÖ,"Table, outdoor,",45,https://www.ikea.com/ie/en/p/sundsoe-table-outdoor-grey-70503352/
FALHOLMEN,"Table, outdoor,",90,https://www.ikea.com/ie/en/p/falholmen-table-outdoor-light-brown-stained-90313092/
ÄPPLARÖ,"Table+2 folding chairs, outdoor",179,https://www.ikea.com/ie/en/p/aepplaroe-table-2-folding-chairs-outdoor-brown-stained-s59326539/
TÄRNÖ,"Table+2 chairs, outdoor",63,https://www.ikea.com/ie/en/p/taernoe-table-2-chairs-outdoor-black-light-brown-stained-s69898415/
ÄPPLARÖ,"Reclining chair, outdoor",55,https://www.ikea.com/ie/en/p/aepplaroe-reclining-chair-outdoor-foldable-brown-stained-70208539/
TÄRNÖ,"Chair, outdoor",19,https://www.ikea.com/ie/en/p/taernoe-chair-outdoor-foldable-black-light-brown-stained-90095428/
ÄPPLARÖ,"Bench with backrest, outdoor",90,https://www.ikea.com/ie/en/p/aepplaroe-bench-with-backrest-outdoor-brown-stained-80208529/
ÄPPLARÖ,"Table, outdoor,",165,https://www.ikea.com/ie/en/p/aepplaroe-table-outdoor-brown-stained-70419787/
ÄPPLARÖ,"Gateleg table, outdoor,",99,https://www.ikea.com/ie/en/p/aepplaroe-gateleg-table-outdoor-brown-stained-30419794/
BETSHOLM,"Bench, outdoor,",165,https://www.ikea.com/ie/en/p/betsholm-bench-outdoor-acacia-40445368/
BONDHOLMEN,"Armchair, outdoor",115,https://www.ikea.com/ie/en/p/bondholmen-armchair-outdoor-grey-30420660/
VINGSÖN,"Wing chair, in/outdoor",299,https://www.ikea.com/ie/en/p/vingsoen-wing-chair-in-outdoor-grey-70503738/
KUDDARNA,"Seat/back cushion, outdoor,",30,https://www.ikea.com/ie/en/p/kuddarna-seat-back-cushion-outdoor-grey-60411145/
VARHAUG,"Room divider,",129,https://www.ikea.com/ie/en/p/varhaug-room-divider-beige-30501072/
EILIF,"Screen, freestanding,",129,https://www.ikea.com/ie/en/p/eilif-screen-freestanding-grey-black-s59387472/
KALLAX,"Shelving unit,",165,https://www.ikea.com/ie/en/p/kallax-shelving-unit-white-70301537/
KALLAX,"Shelving unit,",115,https://www.ikea.com/ie/en/p/kallax-shelving-unit-white-30275861/
VARHAUG,"Room divider,",129,https://www.ikea.com/ie/en/p/varhaug-room-divider-beige-30501072/
EILIF,"Screen, freestanding,",129,https://www.ikea.com/ie/en/p/eilif-screen-freestanding-grey-black-s59387472/
KALLAX,"Shelving unit,",165,https://www.ikea.com/ie/en/p/kallax-shelving-unit-white-70301537/
KALLAX,"Shelving unit,",115,https://www.ikea.com/ie/en/p/kallax-shelving-unit-white-30275861/
KALLAX,"Shelving unit with 4 inserts,",269,https://www.ikea.com/ie/en/p/kallax-shelving-unit-with-4-inserts-high-gloss-white-s59278331/
KALLAX,"Shelving unit with 10 inserts,",354,https://www.ikea.com/ie/en/p/kallax-shelving-unit-with-10-inserts-white-stained-oak-effect-s09197605/
KALLAX,"Shelving unit with 4 inserts,",175,https://www.ikea.com/ie/en/p/kallax-shelving-unit-with-4-inserts-white-s39017486/
EILIF,"Screen, freestanding,",99,https://www.ikea.com/ie/en/p/eilif-screen-freestanding-grey-40466935/
KALLAX,"Shelving unit with 8 inserts,",235,https://www.ikea.com/ie/en/p/kallax-shelving-unit-with-8-inserts-white-s69017475/
ÖVNING,Desk divider with compartments,13,https://www.ikea.com/ie/en/p/oevning-desk-divider-with-compartments-80499161/
RISÖR,"Room divider,",120,https://www.ikea.com/ie/en/p/risoer-room-divider-white-black-70182191/
ELLOVEN,"Whiteboard/noticeboard with castors,",129,https://www.ikea.com/ie/en/p/elloven-whiteboard-noticeboard-with-castors-white-70474769/
EILIF,"Screen for desk,",90,https://www.ikea.com/ie/en/p/eilif-screen-for-desk-grey-70466934/
TROTTEN,"Noticeboard,",29,https://www.ikea.com/ie/en/p/trotten-noticeboard-white-90474768/
EILIF,"Screen for desk,",80,https://www.ikea.com/ie/en/p/eilif-screen-for-desk-grey-20471061/
EILIF,"Screen for desk,",50,https://www.ikea.com/ie/en/p/eilif-screen-for-desk-grey-00466937/
EILIF,"Support for screen,",30,https://www.ikea.com/ie/en/p/eilif-support-for-screen-white-00468795/
EILIF,"Screen for desk,",70,https://www.ikea.com/ie/en/p/eilif-screen-for-desk-grey-40471060/
EILIF,"Screen, freestanding,",129,https://www.ikea.com/ie/en/p/eilif-screen-freestanding-grey-white-s69387462/
KALLAX,"Shelving unit,",179,https://www.ikea.com/ie/en/p/kallax-shelving-unit-oak-effect-10325678/
KALLAX,"Shelving unit,",179,https://www.ikea.com/ie/en/p/kallax-shelving-unit-black-brown-70301542/
KALLAX,"Shelving unit,",179,https://www.ikea.com/ie/en/p/kallax-shelving-unit-white-stained-oak-effect-90324509/
KALLAX,"Shelving unit,",129,https://www.ikea.com/ie/en/p/kallax-shelving-unit-black-brown-10275862/
KALLAX,"Shelving unit,",129,https://www.ikea.com/ie/en/p/kallax-shelving-unit-oak-effect-10307491/
BESTÅ,"Storage combination w doors/drawers,",295,https://www.ikea.com/ie/en/p/besta-storage-combination-w-doors-drawers-white-lappviken-stubbarp-white-s09440453/
HAUGA,"Sideboard,",199,https://www.ikea.com/ie/en/p/hauga-sideboard-grey-30456908/
KALLAX,"Shelving unit,",80,https://www.ikea.com/ie/en/p/kallax-shelving-unit-black-brown-20275885/
IKEA PS,"Cabinet,",90,https://www.ikea.com/ie/en/p/ikea-ps-cabinet-red-80100190/
BESTÅ,"Storage combination w doors/drawers,",295,https://www.ikea.com/ie/en/p/besta-storage-combination-w-doors-drawers-white-lappviken-stubbarp-white-s09440453/
HAUGA,"Sideboard,",199,https://www.ikea.com/ie/en/p/hauga-sideboard-grey-30456908/
KALLAX,"Shelving unit,",80,https://www.ikea.com/ie/en/p/kallax-shelving-unit-black-brown-20275885/
IKEA PS,"Cabinet,",90,https://www.ikea.com/ie/en/p/ikea-ps-cabinet-red-80100190/
VIHALS,"Sideboard,",179,https://www.ikea.com/ie/en/p/vihals-sideboard-white-30491718/
BESTÅ,"Storage combination w glass doors,",330,https://www.ikea.com/ie/en/p/besta-storage-combination-w-glass-doors-white-selsviken-high-gloss-white-clear-glass-s39301139/
IDANÄS,"Sideboard,",250,https://www.ikea.com/ie/en/p/idanaes-sideboard-white-80496025/
BESTÅ,"Wall-mounted cabinet combination,",315,https://www.ikea.com/ie/en/p/besta-wall-mounted-cabinet-combination-black-brown-bergsviken-black-marble-effect-s09421789/
KLACKENÄS,"Sideboard,",299,https://www.ikea.com/ie/en/p/klackenaes-sideboard-black-oak-veneer-brown-stained-90506750/
HAVSTA,"Storage combination w glass-doors,",480,https://www.ikea.com/ie/en/p/havsta-storage-combination-w-glass-doors-grey-s29266056/
LIATORP,"Console table,",199,https://www.ikea.com/ie/en/p/liatorp-console-table-white-glass-00105064/
BESTÅ,"Storage combination with doors,",345,https://www.ikea.com/ie/en/p/besta-storage-combination-with-doors-white-vaesterviken-ullarp-white-s19421741/
BESTÅ,"Storage combination w doors/drawers,",295,https://www.ikea.com/ie/en/p/besta-storage-combination-w-doors-drawers-white-lappviken-stubbarp-white-s39419006/
REGISSÖR,"Cabinet,",279,https://www.ikea.com/ie/en/p/regissoer-cabinet-white-40342073/
HAUGA,"Storage combination,",378,https://www.ikea.com/ie/en/p/hauga-storage-combination-white-s69388640/
BESTÅ,"Storage combination with doors,",185,https://www.ikea.com/ie/en/p/besta-storage-combination-with-doors-white-lappviken-stubbarp-white-s89209826/
HAVSTA,"Cabinet with plinth,",175,https://www.ikea.com/ie/en/p/havsta-cabinet-with-plinth-white-10388623/
HAUGA,"Storage combination,",557,https://www.ikea.com/ie/en/p/hauga-storage-combination-grey-s09388445/
BESTÅ,"Storage combination with doors,",190,https://www.ikea.com/ie/en/p/besta-storage-combination-with-doors-black-brown-selsviken-high-gloss-beige-s09324590/
BESTÅ,"Storage combination with drawers,",370,https://www.ikea.com/ie/en/p/besta-storage-combination-with-drawers-sindvik-white-lappviken-stubbarp-white-s59424342/
HEMNES,"Sideboard,",299,https://www.ikea.com/ie/en/p/hemnes-sideboard-white-stain-light-brown-70476259/
IDANÄS,"Cabinet with bi-folding doors,",250,https://www.ikea.com/ie/en/p/idanaes-cabinet-with-bi-folding-doors-white-20458823/
BESTÅ,"Storage combination with doors,",355,https://www.ikea.com/ie/en/p/besta-storage-combination-with-doors-white-sutterviken-kabbarp-grey-beige-s59387759/
BESTÅ,"Storage combination with doors,",325,https://www.ikea.com/ie/en/p/besta-storage-combination-with-doors-white-glassvik-stubbarp-white-clear-glass-s09139941/
KULLEN,"Chest of 5 drawers,",75,https://www.ikea.com/ie/en/p/kullen-chest-of-5-drawers-white-20393662/
LACK,"TV bench,",15,https://www.ikea.com/ie/en/p/lack-tv-bench-white-00450088/
HAUGA,"Chest of 6 drawers,",179,https://www.ikea.com/ie/en/p/hauga-chest-of-6-drawers-white-00407269/
MALM,"Chest of 6 drawers,",125,https://www.ikea.com/ie/en/p/malm-chest-of-6-drawers-white-mirror-glass-70403593/
MALM,"Chest of 4 drawers,",115,https://www.ikea.com/ie/en/p/malm-chest-of-4-drawers-white-30403571/
KULLEN,"Chest of 5 drawers,",75,https://www.ikea.com/ie/en/p/kullen-chest-of-5-drawers-white-20393662/
HAUGA,"Chest of 6 drawers,",179,https://www.ikea.com/ie/en/p/hauga-chest-of-6-drawers-white-00407269/
MALM,"Chest of 6 drawers,",125,https://www.ikea.com/ie/en/p/malm-chest-of-6-drawers-white-mirror-glass-70403593/
MALM,"Chest of 4 drawers,",115,https://www.ikea.com/ie/en/p/malm-chest-of-4-drawers-white-30403571/
MALM,"Chest of 6 drawers,",150,https://www.ikea.com/ie/en/p/malm-chest-of-6-drawers-white-60403584/
KOPPANG,"Chest of 6 drawers,",179,https://www.ikea.com/ie/en/p/koppang-chest-of-6-drawers-white-10311308/
MALM,"Chest of 3 drawers,",90,https://www.ikea.com/ie/en/p/malm-chest-of-3-drawers-white-20403562/
HELMER,"Drawer unit on castors,",40,https://www.ikea.com/ie/en/p/helmer-drawer-unit-on-castors-white-10251045/
HEMNES,"Chest of 2 drawers,",99,https://www.ikea.com/ie/en/p/hemnes-chest-of-2-drawers-grey-stained-00392461/
EKET,"Cabinet with 3 drawers,",150,https://www.ikea.com/ie/en/p/eket-cabinet-with-3-drawers-white-40333969/
LOMMARP,"TV bench,",299,https://www.ikea.com/ie/en/p/lommarp-tv-bench-dark-blue-green-00435385/
IKEA PS,"Cabinet,",90,https://www.ikea.com/ie/en/p/ikea-ps-cabinet-red-80100190/
BRIMNES,"TV bench,",90,https://www.ikea.com/ie/en/p/brimnes-tv-bench-black-50337698/
LACK,"TV bench,",15,https://www.ikea.com/ie/en/p/lack-tv-bench-white-00450088/
LOMMARP,"TV bench,",299,https://www.ikea.com/ie/en/p/lommarp-tv-bench-dark-blue-green-00435385/
IKEA PS,"Cabinet,",90,https://www.ikea.com/ie/en/p/ikea-ps-cabinet-red-80100190/
BRIMNES,"TV bench,",90,https://www.ikea.com/ie/en/p/brimnes-tv-bench-black-50337698/
BESTÅ,"TV bench,",80,https://www.ikea.com/ie/en/p/besta-tv-bench-white-00474070/
VIHALS,"TV bench,",99,https://www.ikea.com/ie/en/p/vihals-tv-bench-white-20483295/
KALLAX,"Shelving unit with underframe,",75,https://www.ikea.com/ie/en/p/kallax-shelving-unit-with-underframe-white-white-s59442666/
BYÅS,"TV bench,",150,https://www.ikea.com/ie/en/p/byas-tv-bench-high-gloss-white-80227797/
BESTÅ,"TV bench,",415,https://www.ikea.com/ie/en/p/besta-tv-bench-white-lappviken-white-s19476818/
BESTÅ,"TV bench with drawers,",195,https://www.ikea.com/ie/en/p/besta-tv-bench-with-drawers-white-lappviken-stubbarp-white-s79188297/
LAPPLAND,"TV storage unit,",179,https://www.ikea.com/ie/en/p/lappland-tv-storage-unit-white-80285155/
HAUGA,"TV bench,",115,https://www.ikea.com/ie/en/p/hauga-tv-bench-white-00415047/
NIKKEBY,"Chest of 4 drawers,",85,https://www.ikea.com/ie/en/p/nikkeby-chest-of-4-drawers-grey-green-30439462/
KOPPANG,"Chest of 3 drawers,",99,https://www.ikea.com/ie/en/p/koppang-chest-of-3-drawers-white-10385950/
BRIMNES,"Chest of 4 drawers,",125,https://www.ikea.com/ie/en/p/brimnes-chest-of-4-drawers-white-frosted-glass-90392046/
MALM,"Chest of 3 drawers,",70,https://www.ikea.com/ie/en/p/malm-chest-of-3-drawers-white-30429613/
KULLEN,"Chest of 2 drawers,",35,https://www.ikea.com/ie/en/p/kullen-chest-of-2-drawers-white-80309241/
HEMNES,"Chest of 8 drawers,",279,https://www.ikea.com/ie/en/p/hemnes-chest-of-8-drawers-white-stain-10239280/
LENNART,Drawer unit,15,https://www.ikea.com/ie/en/p/lennart-drawer-unit-white-30326177/
SONGESAND,"Chest of 3 drawers,",115,https://www.ikea.com/ie/en/p/songesand-chest-of-3-drawers-white-90366839/
HEMNES,"Chest of 3 drawers,",179,https://www.ikea.com/ie/en/p/hemnes-chest-of-3-drawers-white-stain-80424745/
NORDLI,"Modular chest of 3 drawers,",85,https://www.ikea.com/ie/en/p/nordli-modular-chest-of-3-drawers-white-40383469/
NORDLI,"Chest of 6 drawers,",215,https://www.ikea.com/ie/en/p/nordli-chest-of-6-drawers-white-s89239499/
ALEX,"Drawer unit,",75,https://www.ikea.com/ie/en/p/alex-drawer-unit-white-00473546/
HEMNES,"Bedside table,",60,https://www.ikea.com/ie/en/p/hemnes-bedside-table-white-stain-20200456/
HAUGA,"Chest of 3 drawers,",99,https://www.ikea.com/ie/en/p/hauga-chest-of-3-drawers-white-00407274/
BESTÅ,"TV storage combination/glass doors,",975,https://www.ikea.com/ie/en/p/besta-tv-storage-combination-glass-doors-white-lappviken-white-clear-glass-s59411009/
LACK,"TV bench,",45,https://www.ikea.com/ie/en/p/lack-tv-bench-white-30498890/
BESTÅ,"TV bench,",105,https://www.ikea.com/ie/en/p/besta-tv-bench-black-brown-s49061228/
BESTÅ,"TV storage combination/glass doors,",365,https://www.ikea.com/ie/en/p/besta-tv-storage-combination-glass-doors-white-stained-oak-effect-lappviken-white-stained-oak-eff-clear-glass-s09329413/
BESTÅ / EKET,"Cabinet combination for TV,",415,https://www.ikea.com/ie/en/p/besta-eket-cabinet-combination-for-tv-white-s29204431/
BESTÅ,"TV storage combination/glass doors,",580,https://www.ikea.com/ie/en/p/besta-tv-storage-combination-glass-doors-oak-effect-selsviken-high-gloss-white-frosted-glass-s09408636/
STOCKHOLM,"TV bench,",379,https://www.ikea.com/ie/en/p/stockholm-tv-bench-walnut-veneer-60239715/
HEMNES,"TV storage combination,",758,https://www.ikea.com/ie/en/p/hemnes-tv-storage-combination-black-brown-light-brown-clear-glass-s09336569/
BESTÅ / EKET,"TV bench,",605,https://www.ikea.com/ie/en/p/besta-eket-tv-bench-white-selsviken-high-gloss-white-s09476767/
BESTÅ,"TV storage combination/glass doors,",900,https://www.ikea.com/ie/en/p/besta-tv-storage-combination-glass-doors-oak-effect-selsviken-high-gloss-white-clear-glass-s19412218/
BESTÅ / EKET,"TV storage combination,",425,https://www.ikea.com/ie/en/p/besta-eket-tv-storage-combination-white-selsviken-high-gloss-white-s69476825/
BESTÅ,"TV bench with doors and drawers,",385,https://www.ikea.com/ie/en/p/besta-tv-bench-with-doors-and-drawers-white-lappviken-stubbarp-white-s09401357/
POÄNG,Armchair,90,https://www.ikea.com/ie/en/p/poaeng-armchair-oak-veneer-knisa-light-beige-s99240807/
POÄNG,Rocking-chair,125,https://www.ikea.com/ie/en/p/poaeng-rocking-chair-white-stained-oak-veneer-knisa-light-beige-s79429268/
LINNEBÄCK,Easy chair,60,https://www.ikea.com/ie/en/p/linnebaeck-easy-chair-ramna-olive-green-10487227/
ADDE,Chair,13,https://www.ikea.com/ie/en/p/adde-chair-white-10219178/
POÄNG,Armchair,90,https://www.ikea.com/ie/en/p/poaeng-armchair-oak-veneer-knisa-light-beige-s99240807/
POÄNG,Rocking-chair,125,https://www.ikea.com/ie/en/p/poaeng-rocking-chair-white-stained-oak-veneer-knisa-light-beige-s79429268/
LINNEBÄCK,Easy chair,60,https://www.ikea.com/ie/en/p/linnebaeck-easy-chair-ramna-olive-green-10487227/
ADDE,Chair,13,https://www.ikea.com/ie/en/p/adde-chair-white-10219178/
ÖRFJÄLL,Children's desk chair,50,https://www.ikea.com/ie/en/p/oerfjaell-childrens-desk-chair-white-vissle-pink-30441771/
LEIFARNE,Chair,45,https://www.ikea.com/ie/en/p/leifarne-chair-white-broringe-white-s69197711/
BETSHOLM,"Bench, outdoor,",165,https://www.ikea.com/ie/en/p/betsholm-bench-outdoor-acacia-40445368/
STRANDMON,Wing chair,250,https://www.ikea.com/ie/en/p/strandmon-wing-chair-skiftebo-yellow-40361896/
MATCHSPEL,Gaming chair,179,https://www.ikea.com/ie/en/p/matchspel-gaming-chair-bomstad-black-20507606/
HUVUDSPELARE,Gaming chair,65,https://www.ikea.com/ie/en/p/huvudspelare-gaming-chair-black-30507601/
EKTORP,Armchair,329,https://www.ikea.com/ie/en/p/ektorp-armchair-hallarp-beige-s79400670/
ULRIKSBERG,Armchair,129,https://www.ikea.com/ie/en/p/ulriksberg-armchair-rattan-anthracite-90434310/
FÖRSIKTIG,Children's stool,5,https://www.ikea.com/ie/en/p/foersiktig-childrens-stool-white-green-60248418/
BEKANT,"Table top,",90,https://www.ikea.com/ie/en/p/bekant-table-top-white-00253238/
GUNDE,Folding chair,10,https://www.ikea.com/ie/en/p/gunde-folding-chair-white-60217799/
STRANDMON,Footstool with storage,115,https://www.ikea.com/ie/en/p/strandmon-footstool-with-storage-tallmyra-blue-10426677/
TULLSTA,Armchair,150,https://www.ikea.com/ie/en/p/tullsta-armchair-blekinge-white-s09289431/
STEFAN,Chair,30,https://www.ikea.com/ie/en/p/stefan-chair-brown-black-00211088/
TERJE,Folding chair,35,https://www.ikea.com/ie/en/p/terje-folding-chair-white-knisa-light-grey-20485572/
FRÖSET,Easy chair,90,https://www.ikea.com/ie/en/p/froeset-easy-chair-black-stained-oak-veneer-40423559/
HAVSTEN,"Easy chair, in/outdoor,",275,https://www.ikea.com/ie/en/p/havsten-easy-chair-in-outdoor-beige-s39274697/
HOLMSTA / FRÖKNABO,Armchair,259,https://www.ikea.com/ie/en/p/holmsta-froeknabo-armchair-s99428809/
FANBYN,Chair frame,40,https://www.ikea.com/ie/en/p/fanbyn-chair-frame-brown-wood-effect-00385069/
VIMLE,Cover for 2-seat sofa,119,https://www.ikea.com/ie/en/p/vimle-cover-for-2-seat-sofa-saxemara-black-blue-s09399463/
VALLENTUNA,Cover for back cushion,20,https://www.ikea.com/ie/en/p/vallentuna-cover-for-back-cushion-hillared-beige-10487388/
MICKE,"Corner workstation,",179,https://www.ikea.com/ie/en/p/micke-corner-workstation-white-50250713/
LINNMON / ADILS,"Table,",35,https://www.ikea.com/ie/en/p/linnmon-adils-table-white-s29932181/
BEKANT,"Desk,",195,https://www.ikea.com/ie/en/p/bekant-desk-white-s19022808/
BEKANT,"Table top,",90,https://www.ikea.com/ie/en/p/bekant-table-top-white-00253238/
MICKE,"Corner workstation,",179,https://www.ikea.com/ie/en/p/micke-corner-workstation-white-50250713/
LINNMON / ADILS,"Table,",35,https://www.ikea.com/ie/en/p/linnmon-adils-table-white-s29932181/
BEKANT,"Desk,",195,https://www.ikea.com/ie/en/p/bekant-desk-white-s19022808/
TORALD,"Desk,",22,https://www.ikea.com/ie/en/p/torald-desk-white-90493955/
BESTÅ BURS,"Desk,",199,https://www.ikea.com/ie/en/p/besta-burs-desk-high-gloss-white-70245339/
TROTTEN,"Desk,",90,https://www.ikea.com/ie/en/p/trotten-desk-beige-anthracite-s89429550/
MICKE,"Desk,",55,https://www.ikea.com/ie/en/p/micke-desk-white-30213076/
LAGKAPTEN / ALEX,"Desk,",106,https://www.ikea.com/ie/en/p/lagkapten-alex-desk-white-s69416817/
BEKANT,"Table top,",100,https://www.ikea.com/ie/en/p/bekant-table-top-black-stained-ash-veneer-50366290/
LACK,"Side table,",9,https://www.ikea.com/ie/en/p/lack-side-table-white-30514791/
BEKANT,"Right-hand corner table top,",120,https://www.ikea.com/ie/en/p/bekant-right-hand-corner-table-top-oak-veneer-10253030/
KALLAX,"Shelving unit with 4 inserts,",130,https://www.ikea.com/ie/en/p/kallax-shelving-unit-with-4-inserts-white-s59425916/
BJÖRKÅSEN,Laptop stand,29,https://www.ikea.com/ie/en/p/bjoerkasen-laptop-stand-anthracite-20476474/
MICKE,"Desk,",80,https://www.ikea.com/ie/en/p/micke-desk-white-80213074/
NORBERG,"Wall-mounted drop-leaf table,",45,https://www.ikea.com/ie/en/p/norberg-wall-mounted-drop-leaf-table-white-30180504/
RÅSKOG,"Trolley,",45,https://www.ikea.com/ie/en/p/raskog-trolley-white-20382932/
LAGKAPTEN / ALEX,"Desk,",177,https://www.ikea.com/ie/en/p/lagkapten-alex-desk-white-s99431982/
MELLTORP,"Table top,",20,https://www.ikea.com/ie/en/p/melltorp-table-top-white-90280096/
UTESPELARE,"Gaming desk,",150,https://www.ikea.com/ie/en/p/utespelare-gaming-desk-black-80507627/
RODULF,"Desk sit/stand,",399,https://www.ikea.com/ie/en/p/rodulf-desk-sit-stand-grey-white-s99396323/
HEMNES,"Chest of 3 drawers,",125,https://www.ikea.com/ie/en/p/hemnes-chest-of-3-drawers-white-stain-00484743/
LAGKAPTEN,"Table top,",36,https://www.ikea.com/ie/en/p/lagkapten-table-top-white-stained-oak-effect-30460830/
NORDVIKEN,"Extendable table,",379,https://www.ikea.com/ie/en/p/nordviken-extendable-table-white-90368715/
RUDSTA,"Glass-door cabinet,",99,https://www.ikea.com/ie/en/p/rudsta-glass-door-cabinet-light-turquoise-20450134/
BAGGEBO,"Cabinet with glass doors,",50,https://www.ikea.com/ie/en/p/baggebo-cabinet-with-glass-doors-metal-white-80502998/
ERSNÄS,"Sideboard,",299,https://www.ikea.com/ie/en/p/ersnaes-sideboard-birch-effect-70506746/
TROXHULT,"Wall shelf,",35,https://www.ikea.com/ie/en/p/troxhult-wall-shelf-white-60401127/
PERSBY,"Wall shelf,",12,https://www.ikea.com/ie/en/p/persby-wall-shelf-black-brown-50191262/
RÅVAROR,"Shelving unit on castors,",129,https://www.ikea.com/ie/en/p/ravaror-shelving-unit-on-castors-oak-veneer-50454507/
RÅVAROR,"Shelving unit on castors,",80,https://www.ikea.com/ie/en/p/ravaror-shelving-unit-on-castors-oak-veneer-20454504/
LIXHULT,"Cabinet,",20,https://www.ikea.com/ie/en/p/lixhult-cabinet-metal-white-50328665/
EKET,"Cabinet combination with legs,",95,https://www.ikea.com/ie/en/p/eket-cabinet-combination-with-legs-white-wood-s79388003/
BESTÅ,"Storage combination with drawers,",290,https://www.ikea.com/ie/en/p/besta-storage-combination-with-drawers-white-lappviken-sindvik-white-clear-glass-s09325108/
RUDSTA,"Glass-door cabinet,",129,https://www.ikea.com/ie/en/p/rudsta-glass-door-cabinet-anthracite-50450137/
BESTÅ,"Shelf unit with doors,",210,https://www.ikea.com/ie/en/p/besta-shelf-unit-with-doors-white-lappviken-white-s39429699/
EKET,"Cabinet combination with legs,",95,https://www.ikea.com/ie/en/p/eket-cabinet-combination-with-legs-white-wood-s79388003/
BESTÅ,"Storage combination with drawers,",290,https://www.ikea.com/ie/en/p/besta-storage-combination-with-drawers-white-lappviken-sindvik-white-clear-glass-s09325108/
RUDSTA,"Glass-door cabinet,",129,https://www.ikea.com/ie/en/p/rudsta-glass-door-cabinet-anthracite-50450137/
BESTÅ,"Shelf unit with doors,",210,https://www.ikea.com/ie/en/p/besta-shelf-unit-with-doors-white-lappviken-white-s39429699/
KALLAX,"Shelving unit,",80,https://www.ikea.com/ie/en/p/kallax-shelving-unit-black-brown-20275885/
HEMNES,"Glass-door cabinet with 3 drawers,",350,https://www.ikea.com/ie/en/p/hemnes-glass-door-cabinet-with-3-drawers-white-stain-light-brown-50413507/
BILLY / OXBERG,"Bookcase w height extension ut/drs,",400,https://www.ikea.com/ie/en/p/billy-oxberg-bookcase-w-height-extension-ut-drs-white-s49280754/
BRIMNES,"Cabinet with doors,",80,https://www.ikea.com/ie/en/p/brimnes-cabinet-with-doors-black-80300660/
BESTÅ,"Wall-mounted cabinet combination,",315,https://www.ikea.com/ie/en/p/besta-wall-mounted-cabinet-combination-black-brown-bergsviken-black-marble-effect-s09421789/
HAUGA,"Cabinet with 2 doors,",115,https://www.ikea.com/ie/en/p/hauga-cabinet-with-2-doors-grey-40415050/
HAVSTA,"Storage combination,",350,https://www.ikea.com/ie/en/p/havsta-storage-combination-grey-s09265996/
HAVSTA,"Cabinet with plinth,",175,https://www.ikea.com/ie/en/p/havsta-cabinet-with-plinth-white-10388623/
EKET,"Cabinet w 2 doors and 1 shelf,",80,https://www.ikea.com/ie/en/p/eket-cabinet-w-2-doors-and-1-shelf-white-20333951/
LOMMARP,"Cabinet,",250,https://www.ikea.com/ie/en/p/lommarp-cabinet-dark-blue-green-80415468/
HAVSTA,"Storage combination w glass-doors,",375,https://www.ikea.com/ie/en/p/havsta-storage-combination-w-glass-doors-grey-s89265978/
BESTÅ,"Wall cabinet with 2 doors,",140,https://www.ikea.com/ie/en/p/besta-wall-cabinet-with-2-doors-black-brown-lappviken-black-brown-s39421962/
IVAR,"Cabinet,",80,https://www.ikea.com/ie/en/p/ivar-cabinet-pine-40033763/
KALLAX,"Shelving unit with 4 inserts,",140,https://www.ikea.com/ie/en/p/kallax-shelving-unit-with-4-inserts-white-s59278307/
HEMNES,"High cabinet with glass door,",179,https://www.ikea.com/ie/en/p/hemnes-high-cabinet-with-glass-door-white-20396646/
BILLY / OXBERG,"Bookcase with door,",70,https://www.ikea.com/ie/en/p/billy-oxberg-bookcase-with-door-black-brown-s89287386/
BESTÅ,"Storage combination with doors,",190,https://www.ikea.com/ie/en/p/besta-storage-combination-with-doors-black-brown-selsviken-high-gloss-beige-s09324590/
BAGGEBO,"Cabinet with glass doors,",50,https://www.ikea.com/ie/en/p/baggebo-cabinet-with-glass-doors-metal-white-80502998/
IDANÄS,"High cabinet w gls-drs and 1 drawer,",299,https://www.ikea.com/ie/en/p/idanaes-high-cabinet-w-gls-drs-and-1-drawer-white-10487840/
